pH,Electrical_Conductivity,Organic_Carbon,Available_Nitrogen,Available_Phosphorus,Available_Potassium,Exchangeable_Calcium,Exchangeable_Magnesium,Available_Sulfur,Iron,Manganese,Zinc,Copper,Soil_Depth,Soil_Type,Fit_for_Betel_Vine
7.91,0.59,0.7,343,18,288,4.57,1.37,15,16.27,5.56,0.84,0.38,Subsurface,Sandy,Yes
7.93,0.29,1.06,274,22,231,2.99,0.5,8,20.64,8.56,1.04,0.4,Subsurface,Clayey,No
7.87,0.53,1.16,285,23,183,4.16,1.5,17,11.88,8.74,1.78,0.46,Subsurface,Clayey,Yes
7.06,0.39,1.05,320,10,186,4.71,0.95,15,16.1,5.71,1.06,0.6,Subsurface,Mixed,No
6.52,0.34,0.92,369,10,277,3.78,0.88,15,14.01,5.91,0.86,0.74,Surface,Mixed,No
7.89,0.97,0.67,299,28,263,2.82,1.07,9,20.2,4.67,1.67,0.82,Subsurface,Mixed,Yes
7.14,0.24,0.87,377,18,294,3.67,0.75,6,14.57,5.96,1.91,0.22,Surface,Loamy,No
7.95,0.81,0.66,290,14,250,2.76,0.59,12,16.34,3.99,1.66,0.32,Surface,Sandy,No
7.95,0.99,1.07,274,26,295,3.49,1.39,16,21.91,8.87,0.69,0.8,Subsurface,Clayey,No
7.78,0.12,0.77,385,25,203,3.01,1.03,16,18.97,4.0,0.98,0.82,Subsurface,Sandy,Yes
6.94,0.73,1.08,305,21,200,2.02,1.01,11,15.55,4.06,1.4,0.96,Subsurface,Mixed,Yes
7.08,0.33,0.77,333,14,236,4.23,0.94,19,14.23,9.17,0.79,0.43,Surface,Clayey,No
7.78,0.14,1.08,317,15,252,3.24,1.49,13,7.54,6.26,1.45,0.38,Subsurface,Mixed,Yes
6.98,0.46,0.73,270,29,198,2.17,1.97,12,6.13,2.84,0.85,0.66,Surface,Sandy,No
6.75,0.94,0.81,340,32,263,4.62,1.81,16,24.06,4.77,1.31,0.26,Surface,Loamy,Yes
7.34,0.11,0.93,259,20,207,4.49,2.45,11,8.73,7.64,1.56,0.78,Subsurface,Clayey,No
7.9,0.63,0.55,336,28,211,3.46,2.33,19,10.54,5.25,1.68,0.58,Surface,Loamy,Yes
7.54,0.55,1.16,282,30,213,4.9,1.33,13,17.22,5.39,1.7,0.77,Subsurface,Loamy,Yes
7.36,0.89,0.9,354,15,296,4.75,2.13,14,21.56,5.99,1.66,0.33,Subsurface,Sandy,Yes
6.65,0.18,0.86,332,32,195,4.64,0.87,9,21.66,3.78,0.71,0.57,Surface,Loamy,No
7.42,0.71,1.09,253,19,217,1.97,0.92,7,21.59,5.39,1.98,0.48,Subsurface,Sandy,No
7.99,0.71,1.11,272,24,294,2.53,1.9,10,24.56,3.72,1.66,0.58,Surface,Loamy,No
6.71,0.7,0.87,302,27,293,2.94,0.93,13,6.11,4.81,0.66,0.65,Surface,Clayey,No
7.28,0.95,1.15,362,30,260,4.41,1.4,19,13.0,6.26,1.55,0.75,Surface,Loamy,Yes
7.82,0.84,0.55,382,38,254,4.55,1.14,19,23.27,7.55,1.21,0.89,Surface,Mixed,Yes
7.61,0.14,0.58,267,16,298,4.13,0.97,10,14.35,7.07,1.14,0.39,Subsurface,Sandy,No
7.55,0.52,0.92,266,32,183,3.15,0.81,18,22.43,6.6,1.51,0.54,Subsurface,Loamy,No
7.55,0.46,0.75,356,37,235,2.07,1.72,16,5.35,6.76,0.75,0.29,Subsurface,Sandy,Yes
7.04,0.38,0.82,362,12,219,1.62,0.61,19,15.09,6.09,2.0,0.47,Subsurface,Mixed,No
6.94,0.51,0.73,371,33,299,3.95,1.91,18,23.45,6.92,1.32,0.5,Subsurface,Mixed,Yes
7.71,0.45,0.78,336,25,229,4.98,2.29,7,10.23,5.0,1.39,0.55,Surface,Mixed,Yes
7.72,0.49,1.08,251,22,288,2.71,1.19,6,23.59,9.2,1.14,0.94,Subsurface,Mixed,No
7.8,0.98,0.92,370,26,296,3.49,1.33,9,5.17,6.72,1.41,0.93,Surface,Clayey,Yes
7.87,0.18,1.2,352,13,219,4.34,1.68,12,6.58,9.49,1.5,0.26,Subsurface,Loamy,Yes
7.27,0.93,1.05,398,28,285,2.15,1.83,12,14.54,5.24,1.02,0.53,Surface,Mixed,Yes
7.25,0.53,0.69,302,13,261,4.4,1.59,5,7.13,5.16,1.19,0.46,Surface,Mixed,Yes
7.7,0.66,0.69,397,36,293,3.69,1.88,16,9.51,9.72,0.88,0.49,Subsurface,Loamy,Yes
7.47,0.85,0.74,299,34,228,3.49,2.12,18,10.95,7.83,1.66,0.8,Surface,Sandy,Yes
7.55,0.42,1.09,309,36,227,4.17,2.48,18,14.63,6.15,1.61,0.36,Surface,Loamy,Yes
7.69,0.49,0.52,363,21,185,2.34,1.29,7,12.81,7.75,1.72,0.8,Subsurface,Sandy,Yes
7.84,0.47,0.66,357,33,289,3.65,1.67,15,23.44,5.17,1.55,0.93,Subsurface,Loamy,Yes
7.01,0.44,1.13,288,36,275,2.34,1.25,15,22.72,8.07,0.53,0.76,Surface,Sandy,Yes
7.06,0.93,0.95,320,13,184,2.13,0.98,9,19.96,3.68,0.79,0.53,Surface,Loamy,No
6.64,0.85,0.66,377,38,258,3.68,2.5,5,18.19,9.61,1.08,0.25,Surface,Sandy,Yes
7.37,0.2,0.65,282,33,224,2.44,0.53,17,9.09,5.69,0.85,0.28,Subsurface,Sandy,No
6.55,0.2,1.1,323,26,195,4.0,0.63,10,17.04,2.74,1.3,0.77,Surface,Mixed,No
7.2,0.49,1.13,259,37,291,3.3,1.67,8,7.94,8.76,1.85,0.29,Surface,Loamy,No
7.31,0.19,0.68,380,33,196,3.93,1.92,13,14.05,9.15,1.61,0.53,Surface,Clayey,Yes
6.93,0.66,0.79,358,35,238,4.62,1.96,6,14.23,7.84,0.9,0.9,Subsurface,Mixed,Yes
7.39,0.23,1.08,276,27,299,1.98,1.91,14,18.79,7.04,1.1,0.63,Surface,Clayey,No
6.55,0.57,1.04,276,31,235,1.73,2.08,18,21.7,9.43,0.58,0.47,Subsurface,Sandy,No
6.56,0.11,1.07,360,15,280,2.9,1.99,9,11.41,6.98,0.51,0.38,Surface,Sandy,Yes
7.73,0.38,0.86,258,28,286,4.01,1.59,9,5.82,8.33,1.14,0.63,Surface,Clayey,No
7.04,0.71,1.14,255,38,258,4.6,1.44,10,5.94,5.77,1.59,0.47,Subsurface,Mixed,No
6.69,0.54,0.73,383,14,214,1.62,1.94,9,22.5,7.82,1.79,0.97,Subsurface,Sandy,Yes
7.28,0.98,0.61,275,11,187,4.28,1.96,14,14.73,9.99,1.15,0.21,Surface,Sandy,No
7.65,0.89,1.0,292,20,278,1.76,1.17,14,9.96,5.06,0.77,0.96,Surface,Clayey,Yes
6.82,0.42,0.88,268,33,240,3.53,0.51,13,5.65,7.76,0.89,0.37,Surface,Sandy,No
7.43,0.14,1.1,265,33,279,2.7,1.13,18,15.58,3.19,1.17,0.66,Surface,Clayey,No
6.63,0.86,0.56,354,22,206,1.56,1.57,5,7.74,7.08,1.47,0.41,Surface,Loamy,Yes
6.58,0.92,1.09,272,14,257,1.84,1.55,17,13.34,4.58,1.31,0.85,Surface,Loamy,No
7.3,0.84,0.71,308,32,298,2.74,1.26,12,15.32,8.93,1.76,0.76,Surface,Sandy,Yes
7.31,0.22,0.96,297,17,266,4.84,2.36,10,9.58,4.88,0.53,0.39,Surface,Loamy,Yes
7.46,1.0,0.53,397,20,199,2.04,1.45,15,8.98,5.56,1.99,0.65,Surface,Sandy,No
7.59,0.33,0.93,270,13,236,2.45,0.78,13,5.4,9.84,1.89,0.93,Subsurface,Clayey,No
7.96,0.75,1.0,282,27,249,4.98,0.89,14,16.71,3.72,0.72,0.38,Surface,Loamy,No
7.27,0.92,0.76,363,39,267,3.18,0.69,11,9.01,6.52,0.57,0.85,Subsurface,Sandy,No
6.98,0.31,0.65,289,24,202,2.42,1.04,16,22.56,8.91,1.43,0.83,Subsurface,Mixed,Yes
7.69,0.92,0.88,259,14,279,3.66,1.11,19,17.08,4.52,1.58,0.51,Subsurface,Loamy,No
6.91,0.38,1.08,322,32,255,3.03,1.17,7,16.13,2.12,1.21,0.23,Surface,Mixed,Yes
7.16,0.98,0.73,285,21,181,4.5,2.17,12,15.09,9.17,0.92,0.33,Subsurface,Mixed,Yes
6.62,0.35,0.68,324,13,206,1.53,2.03,18,9.31,6.96,1.46,0.58,Subsurface,Loamy,Yes
6.54,0.96,0.7,384,13,211,4.99,1.49,14,24.39,3.84,1.45,0.58,Subsurface,Mixed,Yes
7.94,0.15,1.16,364,29,272,1.73,1.39,7,24.34,4.21,0.72,0.28,Subsurface,Mixed,Yes
7.75,0.74,0.75,265,18,229,3.38,1.26,16,11.43,8.4,1.7,0.43,Surface,Sandy,No
7.54,0.58,0.5,294,18,243,3.94,0.53,18,20.52,7.14,1.62,0.5,Surface,Clayey,No
7.11,0.53,1.05,276,23,289,3.42,2.34,17,7.38,7.86,0.63,0.85,Subsurface,Clayey,No
6.76,0.3,0.99,271,36,219,2.55,1.08,7,20.61,6.62,1.19,0.92,Subsurface,Mixed,No
6.73,0.74,0.59,392,35,283,4.49,2.18,8,10.73,8.32,1.09,0.68,Subsurface,Clayey,Yes
6.88,0.27,1.19,257,33,287,3.01,1.98,19,10.78,8.57,1.19,0.42,Subsurface,Loamy,No
7.32,0.6,0.93,365,36,212,2.55,0.73,16,15.14,5.1,1.19,0.75,Surface,Sandy,No
7.57,0.33,0.85,385,17,208,4.19,1.13,7,12.85,9.21,1.29,0.96,Surface,Mixed,Yes
7.49,0.96,0.77,336,32,212,2.01,1.47,19,7.36,6.04,0.92,0.29,Subsurface,Loamy,Yes
6.92,0.13,1.13,366,10,279,2.22,1.02,10,16.86,3.28,1.2,0.42,Subsurface,Mixed,Yes
7.93,0.28,0.67,265,33,196,2.38,1.3,15,9.28,3.75,0.65,0.64,Subsurface,Loamy,No
7.61,0.32,0.7,362,20,253,3.02,1.06,11,13.89,7.87,0.77,0.47,Subsurface,Mixed,Yes
7.33,0.47,0.59,306,36,244,1.57,1.77,7,9.62,5.02,0.63,0.89,Surface,Loamy,Yes
7.42,0.31,1.03,382,13,222,4.97,1.22,7,22.15,4.1,0.78,0.41,Surface,Loamy,Yes
7.13,0.54,0.92,293,38,242,3.6,1.19,17,11.76,6.84,0.51,0.91,Subsurface,Clayey,Yes
6.87,0.89,0.93,320,26,296,4.9,1.04,11,22.75,8.26,0.56,0.87,Subsurface,Sandy,Yes
7.03,0.74,0.65,286,26,260,4.33,2.1,14,11.52,2.87,1.69,0.33,Subsurface,Sandy,Yes
7.64,0.62,0.96,373,28,285,1.97,1.79,13,8.59,5.59,0.8,0.28,Subsurface,Mixed,Yes
6.52,0.18,1.04,277,22,271,2.23,1.94,17,16.53,8.17,1.28,0.74,Surface,Mixed,No
6.67,0.72,0.75,317,28,281,1.62,1.29,7,16.1,9.23,1.06,0.52,Surface,Clayey,Yes
6.57,0.25,1.06,362,35,279,4.42,2.18,16,17.38,2.11,0.99,0.39,Subsurface,Loamy,Yes
6.56,0.81,0.74,295,26,237,3.58,1.33,10,11.04,7.25,1.79,0.93,Surface,Sandy,Yes
7.78,0.33,1.03,349,33,288,2.25,0.85,9,11.4,6.78,1.23,0.27,Subsurface,Loamy,No
7.56,0.48,0.52,275,29,270,4.9,1.52,12,9.75,6.14,1.28,0.86,Subsurface,Loamy,No
7.21,0.42,0.89,324,21,222,4.08,1.39,13,23.57,3.28,1.19,0.65,Subsurface,Sandy,Yes
6.65,0.87,1.18,361,29,216,3.97,0.68,12,18.66,7.93,0.9,0.3,Subsurface,Mixed,No
7.24,0.21,1.19,312,23,225,2.43,1.83,18,20.13,5.14,1.52,0.5,Surface,Clayey,Yes
7.21,0.61,0.7,361,31,204,2.6,2.12,5,8.88,3.88,0.57,0.63,Subsurface,Sandy,Yes
6.76,0.23,0.81,392,18,277,3.84,1.21,11,18.23,8.8,0.92,0.34,Surface,Loamy,Yes
7.15,0.73,0.54,348,34,246,3.58,2.02,12,20.25,4.46,1.49,0.3,Surface,Clayey,Yes
7.1,0.91,1.11,258,21,272,3.77,1.67,9,11.85,3.59,0.55,0.42,Surface,Loamy,No
7.42,0.49,0.9,324,33,278,4.58,1.05,8,8.15,4.5,0.54,0.65,Subsurface,Loamy,Yes
7.45,0.54,0.77,271,26,286,2.06,1.19,11,18.94,3.45,1.06,0.82,Subsurface,Clayey,No
6.57,0.93,0.58,286,25,284,1.91,2.39,16,17.22,8.22,0.88,0.97,Surface,Clayey,Yes
7.06,0.57,1.16,306,21,230,3.48,0.93,10,16.51,3.46,1.55,0.32,Subsurface,Sandy,No
7.44,0.54,0.87,363,19,253,3.25,0.8,16,8.65,7.73,1.63,0.21,Surface,Clayey,No
7.25,0.62,0.7,389,35,296,2.91,0.65,6,10.25,3.3,0.55,0.99,Subsurface,Clayey,No
7.78,0.72,0.75,384,11,217,4.67,2.25,16,17.5,3.81,1.15,0.31,Subsurface,Loamy,Yes
7.49,0.2,0.69,352,12,297,3.45,1.84,13,17.27,4.74,1.91,0.8,Subsurface,Clayey,Yes
6.74,0.84,0.92,290,36,217,3.49,0.73,18,16.09,9.6,0.97,0.82,Subsurface,Mixed,No
6.61,0.49,1.15,354,14,180,2.78,2.03,15,20.36,9.31,0.8,0.27,Subsurface,Loamy,Yes
7.46,0.17,1.1,355,25,233,2.7,1.76,7,21.29,2.68,1.28,0.85,Subsurface,Mixed,Yes
6.54,0.81,0.82,293,30,244,4.96,2.47,19,10.53,4.69,1.18,0.4,Subsurface,Clayey,Yes
7.38,0.44,1.08,379,22,275,3.68,1.52,5,8.15,4.77,0.83,0.83,Subsurface,Clayey,Yes
7.91,0.19,0.8,394,35,201,4.39,1.53,16,9.02,3.69,0.84,0.45,Surface,Loamy,Yes
7.36,0.67,0.68,371,33,240,3.07,1.0,7,10.63,5.48,1.53,0.8,Subsurface,Clayey,Yes
7.08,0.89,1.19,399,27,237,2.17,0.88,19,23.95,7.98,0.98,0.87,Subsurface,Loamy,No
7.46,0.9,0.71,250,11,233,2.64,1.97,18,7.74,2.79,1.98,0.2,Subsurface,Mixed,No
7.19,0.96,0.73,343,33,198,2.71,1.25,5,22.58,7.37,0.93,0.62,Surface,Mixed,Yes
7.32,0.88,1.19,263,10,278,3.48,1.95,16,9.07,4.09,1.32,0.47,Subsurface,Sandy,No
7.91,0.1,0.59,349,18,249,2.04,2.05,14,11.97,7.14,0.61,0.88,Surface,Mixed,Yes
7.08,0.44,1.03,351,27,213,2.85,2.31,11,7.52,7.46,1.31,0.59,Surface,Sandy,Yes
7.94,0.84,1.16,302,37,258,1.85,1.35,15,7.07,7.83,1.19,0.51,Surface,Sandy,Yes
7.86,0.43,0.86,255,14,223,3.24,0.69,10,6.9,8.89,1.02,0.32,Subsurface,Loamy,No
6.79,0.64,0.5,339,12,296,4.82,0.54,16,11.86,9.2,1.14,0.43,Surface,Clayey,No
6.6,0.65,0.76,313,14,285,2.69,1.08,12,15.47,8.07,0.77,1.0,Surface,Loamy,Yes
6.65,0.43,0.58,337,21,294,1.67,2.36,18,9.02,5.85,1.73,0.89,Surface,Clayey,Yes
6.53,0.91,0.79,282,17,296,3.63,2.0,8,23.65,2.35,1.88,0.45,Surface,Loamy,Yes
6.64,0.55,1.05,321,17,288,3.72,1.62,10,16.73,9.5,1.76,0.69,Surface,Mixed,Yes
7.52,0.52,0.81,293,31,246,3.18,0.98,7,22.7,6.81,1.71,1.0,Surface,Loamy,No
6.61,1.0,0.8,356,34,293,2.89,1.93,8,7.98,6.28,1.32,0.75,Surface,Mixed,No
6.98,0.54,0.89,283,16,231,4.62,1.98,10,7.87,3.92,1.0,0.47,Subsurface,Loamy,Yes
7.77,0.26,0.91,251,11,280,4.78,0.96,9,21.94,7.47,0.76,0.23,Surface,Sandy,No
6.53,0.56,1.1,385,10,201,3.86,1.92,17,16.36,9.96,1.73,0.84,Surface,Mixed,Yes
7.72,0.83,0.72,366,33,288,3.25,0.74,6,23.77,4.64,0.57,0.43,Surface,Loamy,No
6.92,0.8,1.08,370,10,208,1.74,0.7,13,7.94,8.4,0.77,0.31,Surface,Mixed,No
6.68,0.81,0.9,281,17,193,2.55,0.61,17,5.52,4.33,1.1,0.29,Surface,Loamy,No
7.55,0.74,0.71,305,37,273,2.5,2.12,17,23.33,5.9,0.79,0.29,Subsurface,Clayey,Yes
7.44,0.33,0.71,343,34,241,1.7,1.04,6,18.98,3.71,1.37,0.29,Surface,Mixed,Yes
7.82,0.88,0.75,256,26,194,4.45,1.71,12,21.14,6.1,1.59,0.61,Subsurface,Sandy,No
7.6,0.9,0.94,337,32,293,4.53,0.79,17,10.92,5.67,1.86,0.81,Surface,Clayey,No
7.71,0.27,0.66,379,14,272,4.69,1.38,9,5.06,2.31,0.82,0.91,Subsurface,Clayey,Yes
6.92,0.22,1.14,284,38,193,4.1,0.56,11,14.66,5.05,0.92,0.75,Surface,Sandy,No
6.77,0.98,0.9,347,23,294,3.99,2.22,10,24.8,2.5,1.58,0.28,Surface,Mixed,Yes
7.63,0.88,1.14,271,17,246,3.17,1.58,15,23.15,5.61,0.83,0.96,Surface,Mixed,No
7.71,0.9,0.53,308,29,201,4.5,2.28,19,6.44,9.84,1.08,0.2,Surface,Mixed,Yes
7.99,0.9,0.74,301,27,276,3.29,1.44,6,8.76,4.34,1.63,0.8,Surface,Loamy,Yes
7.12,0.59,0.52,398,32,266,1.6,1.13,8,11.22,6.13,1.06,0.99,Subsurface,Clayey,Yes
7.06,0.68,0.69,389,38,299,3.55,1.3,16,21.61,3.04,0.72,0.92,Subsurface,Sandy,Yes
7.66,0.59,1.1,260,16,186,2.87,0.99,13,21.49,3.23,0.9,0.77,Surface,Sandy,No
7.01,0.15,0.53,371,33,263,3.32,2.27,11,8.7,4.84,0.62,0.62,Surface,Loamy,Yes
7.9,0.77,0.81,263,23,186,3.04,1.09,5,15.66,5.92,1.51,1.0,Subsurface,Loamy,No
7.79,0.55,0.58,282,34,196,3.24,1.08,17,15.04,7.61,0.57,0.7,Surface,Sandy,Yes
7.14,0.68,0.79,351,23,211,1.88,1.76,17,13.29,5.65,1.36,0.86,Surface,Clayey,Yes
7.63,0.55,1.09,326,15,258,1.55,0.75,8,15.72,2.2,1.93,0.35,Surface,Sandy,No
7.63,0.54,0.94,275,12,256,2.69,0.94,14,10.86,4.17,1.79,0.71,Subsurface,Loamy,No
6.65,0.25,1.02,391,30,235,2.39,1.36,19,15.63,2.2,0.61,0.21,Subsurface,Clayey,Yes
7.85,0.35,0.74,314,23,241,2.38,0.87,7,18.71,9.34,1.57,0.85,Subsurface,Clayey,No
7.26,0.24,1.16,295,23,237,4.78,1.01,18,6.25,2.23,1.54,0.53,Subsurface,Sandy,Yes
7.74,0.28,1.0,376,12,290,4.37,1.9,5,24.35,2.4,0.95,0.41,Subsurface,Loamy,Yes
6.98,0.98,0.8,343,19,237,1.55,1.06,9,8.31,4.39,0.66,0.41,Surface,Loamy,Yes
7.84,0.24,0.8,323,18,182,1.53,1.77,13,12.21,7.06,1.78,0.98,Surface,Mixed,Yes
7.08,0.34,1.14,377,30,268,4.22,1.49,8,14.41,4.86,1.33,0.89,Surface,Sandy,Yes
6.52,0.63,0.9,323,16,292,4.95,2.04,6,5.82,2.49,1.55,0.83,Surface,Mixed,Yes
7.86,0.65,0.99,389,35,275,3.13,2.0,11,15.97,8.69,1.19,0.6,Surface,Clayey,Yes
6.64,0.24,0.79,351,16,259,3.02,0.9,16,22.4,7.6,0.83,0.52,Subsurface,Mixed,No
6.98,0.81,0.66,296,16,297,2.47,2.39,12,23.02,5.17,0.89,0.67,Subsurface,Loamy,Yes
7.93,0.81,1.01,276,21,180,3.83,2.1,15,11.52,7.42,1.3,0.64,Subsurface,Mixed,No
7.93,0.31,0.93,335,35,299,3.15,1.57,6,16.18,4.2,0.85,0.91,Surface,Sandy,Yes
7.36,0.36,0.85,317,13,289,2.09,1.62,15,20.54,6.22,1.1,0.98,Surface,Clayey,Yes
7.45,0.94,0.94,358,29,246,3.18,2.16,15,10.06,9.04,0.61,0.94,Subsurface,Sandy,Yes
7.17,0.84,0.65,306,22,199,2.82,1.47,14,15.57,2.86,1.99,0.81,Surface,Clayey,Yes
6.94,0.73,1.06,389,12,271,4.61,1.46,15,12.33,8.78,1.43,0.52,Surface,Clayey,Yes
6.99,0.17,1.16,397,29,265,4.2,1.76,13,12.56,8.31,0.72,0.81,Surface,Loamy,Yes
7.51,0.48,1.12,294,18,279,3.95,0.68,17,6.88,9.59,0.7,0.82,Surface,Loamy,No
7.63,0.6,0.73,272,30,241,2.65,1.66,14,13.14,6.11,1.22,0.34,Surface,Mixed,No
7.69,0.27,0.78,283,39,235,1.99,0.95,12,8.22,4.2,0.54,0.86,Subsurface,Sandy,No
7.68,0.5,1.07,270,31,284,4.53,0.73,8,11.03,4.82,1.12,0.93,Surface,Mixed,No
6.64,0.64,0.92,386,29,232,2.7,2.13,16,11.61,7.12,1.92,0.8,Subsurface,Mixed,Yes
7.24,0.39,0.88,362,22,244,3.58,1.26,17,13.61,3.13,1.74,0.74,Subsurface,Sandy,Yes
6.59,0.8,1.15,259,10,235,3.57,1.51,8,23.34,4.81,1.89,0.37,Surface,Clayey,No
7.32,0.86,0.88,301,38,257,4.75,1.09,9,17.62,7.81,0.67,0.71,Subsurface,Mixed,Yes
7.16,0.39,0.86,294,32,224,2.1,0.56,5,24.49,6.59,1.06,0.7,Subsurface,Sandy,No
7.83,0.85,0.53,279,38,258,4.2,1.38,19,16.81,2.5,1.33,0.5,Subsurface,Loamy,No
7.03,0.19,0.55,379,32,275,3.12,2.0,11,21.11,5.97,1.58,0.29,Surface,Loamy,Yes
6.68,0.85,0.51,345,15,197,2.11,2.02,16,21.68,6.19,1.09,0.55,Surface,Clayey,Yes
6.71,0.24,1.14,266,29,227,4.42,2.34,8,19.78,7.61,0.98,0.94,Subsurface,Clayey,No
7.64,0.17,0.79,277,35,217,4.37,2.18,5,18.4,2.09,0.96,0.83,Subsurface,Sandy,No
7.43,0.68,0.83,375,38,201,1.64,2.46,8,13.36,5.43,1.68,0.48,Subsurface,Loamy,Yes
6.65,0.52,1.09,294,33,259,3.98,1.64,8,16.35,9.09,1.07,0.36,Surface,Sandy,Yes
6.63,0.92,0.93,266,37,254,2.04,0.6,5,8.87,2.2,0.52,0.57,Surface,Loamy,No
7.55,0.43,0.93,391,39,250,3.64,2.23,18,17.36,7.38,1.66,0.81,Subsurface,Loamy,Yes
6.61,0.36,0.71,365,17,252,3.75,2.4,13,15.29,3.79,0.74,0.75,Subsurface,Mixed,Yes
7.73,0.55,1.08,387,26,180,3.83,1.43,12,21.09,5.1,1.44,0.91,Surface,Clayey,Yes
7.56,0.51,0.62,330,34,221,1.92,0.73,18,23.05,9.07,0.54,0.45,Surface,Mixed,No
6.62,0.41,0.54,267,33,251,3.59,0.55,13,7.66,4.9,1.08,0.6,Subsurface,Mixed,No
6.63,0.72,0.63,284,27,254,1.85,1.73,11,18.82,6.36,1.18,0.41,Surface,Mixed,Yes
7.98,0.78,0.69,307,34,248,4.11,1.84,18,24.0,2.72,1.96,0.82,Subsurface,Mixed,Yes
7.06,0.87,0.7,364,13,208,1.72,0.53,16,23.36,4.6,0.63,0.54,Subsurface,Loamy,No
7.06,0.98,0.97,267,35,185,4.15,2.4,9,21.69,3.13,1.63,0.54,Surface,Sandy,No
7.72,0.34,0.65,286,39,235,4.59,1.58,18,5.97,6.49,1.95,0.85,Surface,Clayey,Yes
7.92,0.74,0.97,289,21,299,2.54,1.72,17,10.05,5.68,0.92,0.78,Surface,Clayey,Yes
7.98,0.45,0.56,255,31,191,4.22,1.63,11,7.97,4.12,0.84,0.58,Surface,Clayey,No
7.63,0.71,0.6,328,25,286,2.96,1.13,6,23.54,10.0,1.93,0.5,Surface,Mixed,Yes
7.06,0.53,0.86,354,39,218,4.29,2.3,14,19.98,3.23,1.23,0.75,Surface,Sandy,Yes
6.63,0.99,1.15,340,27,250,3.9,0.51,11,15.64,8.6,1.73,0.95,Subsurface,Sandy,No
7.67,0.76,1.1,324,19,287,2.51,1.99,8,24.59,2.29,1.69,0.54,Surface,Loamy,Yes
7.34,0.96,1.18,365,13,191,2.18,1.22,16,8.89,8.77,0.99,0.23,Subsurface,Sandy,Yes
7.14,0.85,0.96,371,11,212,4.7,0.88,9,17.83,5.82,0.78,0.9,Surface,Loamy,No
7.86,0.91,0.97,304,37,299,4.44,1.37,15,17.19,8.63,1.55,0.33,Surface,Sandy,Yes
6.67,0.83,0.94,258,34,262,3.81,0.9,11,11.81,7.98,1.25,0.92,Surface,Sandy,No
7.24,0.51,0.94,355,24,232,2.72,2.24,6,14.71,6.58,1.24,0.86,Surface,Loamy,Yes
6.52,0.33,0.6,311,18,279,3.29,2.09,9,9.71,4.97,1.32,0.73,Surface,Loamy,Yes
7.2,0.43,0.88,360,24,198,3.45,2.21,16,18.54,7.32,0.54,0.88,Surface,Sandy,Yes
6.58,0.12,0.77,395,14,237,1.8,2.17,6,13.36,8.66,0.51,0.41,Subsurface,Loamy,Yes
6.68,0.57,0.81,300,28,264,4.9,2.15,14,5.47,6.03,0.97,0.88,Surface,Clayey,Yes
6.68,0.55,0.87,352,12,262,1.82,1.66,10,24.02,5.32,0.99,0.65,Surface,Mixed,Yes
7.47,0.57,0.59,268,26,222,4.03,2.3,14,15.03,3.14,1.58,0.34,Surface,Sandy,No
7.62,0.98,0.75,318,22,252,3.22,0.62,12,19.11,9.17,0.99,0.4,Subsurface,Mixed,No
7.38,0.92,0.54,366,33,224,4.16,1.07,11,8.94,4.14,1.04,0.83,Surface,Clayey,Yes
7.94,0.25,1.19,331,12,265,2.41,0.93,16,7.54,2.99,1.32,0.87,Subsurface,Mixed,No
7.06,0.43,0.58,372,37,198,2.88,0.74,9,23.05,2.53,1.39,0.9,Subsurface,Loamy,No
6.93,0.48,0.68,282,13,216,3.34,0.51,7,16.82,8.01,1.0,0.35,Subsurface,Clayey,No
7.8,0.42,1.12,357,27,190,1.92,1.31,8,14.87,7.4,1.34,0.92,Surface,Sandy,Yes
6.84,0.82,0.84,262,33,235,4.48,1.95,6,15.42,2.96,1.43,0.6,Subsurface,Clayey,No
7.94,0.57,0.59,322,12,204,4.97,1.79,10,9.72,6.24,0.89,0.99,Subsurface,Loamy,Yes
6.52,0.61,0.77,339,23,278,2.96,1.8,18,23.25,3.22,0.85,0.58,Surface,Loamy,Yes
7.95,0.87,0.58,378,25,248,2.82,2.28,19,9.28,5.07,1.84,0.4,Surface,Loamy,Yes
6.56,0.83,0.64,261,21,224,3.58,2.41,12,8.16,8.26,1.47,0.25,Subsurface,Clayey,No
7.84,0.22,0.54,378,20,241,3.91,1.86,12,23.6,3.82,0.97,0.73,Surface,Mixed,Yes
7.29,0.74,0.81,317,11,274,4.54,0.67,19,10.15,2.22,1.33,0.2,Surface,Mixed,No
7.99,0.49,1.06,384,10,193,2.81,1.85,13,22.25,3.55,1.56,0.87,Subsurface,Clayey,Yes
6.61,0.37,0.91,365,22,256,4.18,1.61,9,20.45,5.2,0.53,0.45,Surface,Clayey,Yes
7.33,0.15,0.92,341,39,213,2.34,0.63,16,12.64,3.93,1.88,0.73,Surface,Mixed,No
7.95,0.54,0.64,288,35,277,3.88,1.01,14,10.08,7.78,1.58,0.6,Surface,Clayey,Yes
7.28,0.42,0.74,281,27,261,3.13,0.98,19,20.18,8.31,1.09,0.73,Surface,Sandy,No
7.44,0.33,1.09,357,27,239,3.82,2.05,15,16.95,3.92,1.9,0.24,Subsurface,Mixed,Yes
7.54,0.73,0.56,328,22,243,2.83,1.19,10,10.08,4.15,0.58,0.36,Subsurface,Sandy,Yes
